status,config_key,units,dropout,l2,learning_rate,batch_size,batch_norm,epochs_run,best_epoch,training_seconds,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,error,source,optimizer,activation,model_key
ok,"{""batch_norm"": false, ""batch_size"": 256, ""dropout"": 0.3, ""l2"": 0.0001, ""learning_rate"": 0.00025, ""units"": [256, 128, 64, 32]}",256-128-64-32,0.3,0.0001,0.00025,256,False,80,78,99.7709833001718,0.8558249868212968,0.8121308168851751,0.7975382003395586,0.8047683631950888,0.9362041883360402,,Broad Search,Adam,relu,256-128-64-32|Adam|lr=0.00025|dropout=0.3|l2=0.0001|batch=256|bn=False
ok,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.2, ""l2"": 0.0001, ""learning_rate"": 0.001, ""units"": [128, 64]}",128-64,0.2,0.0001,0.001,128,False,80,80,109.85893439990468,0.8596204533473906,0.8315520096342014,0.7815506508205999,0.8057763839253155,0.936190720016144,,Broad Search,Adam,relu,128-64|Adam|lr=0.001|dropout=0.2|l2=0.0001|batch=128|bn=False
ok,"{""activation"": ""relu"", ""batch_norm"": false, ""batch_size"": 512, ""dropout"": 0.3, ""l2"": 1e-05, ""learning_rate"": 0.0005, ""optimizer"": ""RMSprop"", ""units"": [512, 256, 128, 64]}",512-256-128-64,0.3,1e-05,0.0005,512,False,113,101,172.84814659995027,0.855350553505535,0.798289183222958,0.8186191284663271,0.808326348141939,0.9361642410377068,,Focused Search,RMSprop,relu,512-256-128-64|RMSprop|lr=0.0005|dropout=0.3|l2=1e-05|batch=512|bn=False
ok,"{""batch_norm"": true, ""batch_size"": 512, ""dropout"": 0.3, ""l2"": 0.0001, ""learning_rate"": 0.00025, ""units"": [256, 128, 64, 32]}",256-128-64-32,0.3,0.0001,0.00025,512,True,80,79,88.2336550001055,0.8569847127042699,0.8140775998846098,0.7985285795132994,0.8062281265623884,0.9361625292653636,,Broad Search,Adam,relu,256-128-64-32|Adam|lr=0.00025|dropout=0.3|l2=0.0001|batch=512|bn=True
ok,"{""batch_norm"": false, ""batch_size"": 512, ""dropout"": 0.2, ""l2"": 0.0005, ""learning_rate"": 0.001, ""units"": [256, 128, 64, 32]}",256-128-64-32,0.2,0.0005,0.001,512,False,70,62,59.3365451998543,0.8605693199789141,0.8236499341431289,0.7962648556876061,0.8097259189986332,0.9361423683910964,,Broad Search,Adam,relu,256-128-64-32|Adam|lr=0.001|dropout=0.2|l2=0.0005|batch=512|bn=False
ok,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.1, ""l2"": 1e-05, ""learning_rate"": 0.0005, ""units"": [256, 128, 64, 32]}",256-128-64-32,0.1,1e-05,0.0005,128,False,43,35,86.80812569987029,0.8589351607801793,0.8140732265446224,0.8053197509903792,0.8096728307254623,0.9361133098668366,,Broad Search,Adam,relu,256-128-64-32|Adam|lr=0.0005|dropout=0.1|l2=1e-05|batch=128|bn=False
ok,"{""batch_norm"": false, ""batch_size"": 512, ""dropout"": 0.4, ""l2"": 0.0, ""learning_rate"": 0.0005, ""units"": [256, 128, 64, 32]}",256-128-64-32,0.4,0.0,0.0005,512,False,80,80,69.68390819989145,0.857248286768582,0.8019390581717452,0.8191850594227504,0.8104703247480403,0.93610662325612,,Broad Search,Adam,relu,256-128-64-32|Adam|lr=0.0005|dropout=0.4|l2=0.0|batch=512|bn=False
ok,"{""batch_norm"": true, ""batch_size"": 512, ""dropout"": 0.3, ""l2"": 0.0, ""learning_rate"": 0.00025, ""units"": [256, 128, 64]}",256-128-64,0.3,0.0,0.00025,512,True,80,80,87.00735160009935,0.8561412756984713,0.8196552232208634,0.7870684776457272,0.8030313966077228,0.9360995562515496,,Broad Search,Adam,relu,256-128-64|Adam|lr=0.00025|dropout=0.3|l2=0.0|batch=512|bn=True
ok,"{""activation"": ""relu"", ""batch_norm"": false, ""batch_size"": 512, ""dropout"": 0.3, ""l2"": 1e-05, ""learning_rate"": 0.01, ""optimizer"": ""SGD"", ""units"": [384, 192, 96]}",384-192-96,0.3,1e-05,0.01,512,False,150,148,166.6677256999537,0.8575645756457565,0.8213129231675007,0.7894736842105263,0.8050786322320012,0.9360674902383804,,Focused Search,SGD,relu,384-192-96|SGD|lr=0.01|dropout=0.3|l2=1e-05|batch=512|bn=False
ok,"{""activation"": ""relu"", ""batch_norm"": false, ""batch_size"": 512, ""dropout"": 0.3, ""l2"": 1e-05, ""learning_rate"": 0.01, ""optimizer"": ""SGD"", ""units"": [512, 256, 128, 64]}",512-256-128-64,0.3,1e-05,0.01,512,False,150,138,223.77419389993884,0.8548234053769109,0.8001669913721124,0.8135257498585172,0.8067910761891399,0.9360584558843458,,Focused Search,SGD,relu,512-256-128-64|SGD|lr=0.01|dropout=0.3|l2=1e-05|batch=512|bn=False
ok,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.2, ""l2"": 1e-05, ""learning_rate"": 0.00025, ""units"": [256, 128, 64]}",256-128-64,0.2,1e-05,0.00025,128,False,62,54,125.07001230004244,0.8557195571955719,0.8190658612052453,0.7865025466893039,0.8024539877300614,0.9360551749873542,,Broad Search,Adam,relu,256-128-64|Adam|lr=0.00025|dropout=0.2|l2=1e-05|batch=128|bn=False
ok,"{""batch_norm"": false, ""batch_size"": 128, ""dropout"": 0.2, ""l2"": 0.0, ""learning_rate"": 0.001, ""units"": [256, 128, 64, 32]}",256-128-64-32,0.2,0.0,0.001,128,False,41,33,80.35148009983823,0.8548234053769109,0.8074401368301026,0.8014997170345218,0.8044589605225788,0.9360478345747012,,Broad Search,Adam,relu,256-128-64-32|Adam|lr=0.001|dropout=0.2|l2=0.0|batch=128|bn=False
ok,"{""activation"": ""relu"", ""batch_norm"": false, ""batch_size"": 512, ""dropout"": 0.3, ""l2"": 1e-05, ""learning_rate"": 0.0005, ""optimizer"": ""RMSprop"", ""units"": [512, 512, 256, 128]}",512-512-256-128,0.3,1e-05,0.0005,512,False,66,54,158.6474880001042,0.8535582498682129,0.7915986949429038,0.8238539898132428,0.8074043261231281,0.9360324226799566,,Focused Search,RMSprop,relu,512-512-256-128|RMSprop|lr=0.0005|dropout=0.3|l2=1e-05|batch=512|bn=False
ok,"{""batch_norm"": true, ""batch_size"": 128, ""dropout"": 0.2, ""l2"": 0.0001, ""learning_rate"": 0.00025, ""units"": [256, 128, 64]}",256-128-64,0.2,0.0001,0.00025,128,True,71,63,194.94831440015696,0.858144438587243,0.8288504883546206,0.7804187889077533,0.8039058514901989,0.9360249039576842,,Broad Search,Adam,relu,256-128-64|Adam|lr=0.00025|dropout=0.2|l2=0.0001|batch=128|bn=True
ok,"{""batch_norm"": false, ""batch_size"": 256, ""dropout"": 0.1, ""l2"": 0.0001, ""learning_rate"": 0.0005, ""units"": [256, 128, 64]}",256-128-64,0.1,0.0001,0.0005,256,False,67,59,81.94355889991857,0.8569319978914075,0.8204297909920518,0.7886247877758913,0.8042129562833646,0.935983316210855,,Broad Search,Adam,relu,256-128-64|Adam|lr=0.0005|dropout=0.1|l2=0.0001|batch=256|bn=False
ok,"{""activation"": ""relu"", ""batch_norm"": false, ""batch_size"": 512, ""dropout"": 0.3, ""l2"": 1e-05, ""learning_rate"": 0.001, ""optimizer"": ""AdamW"", ""units"": [512, 512, 256, 128]}",512-512-256-128,0.3,1e-05,0.001,512,False,44,32,111.66788940015248,0.8551924090669478,0.7982056590752243,0.8181946802490097,0.8080765737441487,0.9359400285789902,,Focused Search,AdamW,relu,512-512-256-128|AdamW|lr=0.001|dropout=0.3|l2=1e-05|batch=512|bn=False
ok,"{""activation"": ""relu"", ""batch_norm"": false, ""batch_size"": 512, ""dropout"": 0.3, ""l2"": 1e-05, ""learning_rate"": 0.001, ""optimizer"": ""Adam"", ""units"": [512, 512, 256, 128]}",512-512-256-128,0.3,1e-05,0.001,512,False,44,32,108.87123099993914,0.8551924090669478,0.7982056590752243,0.8181946802490097,0.8080765737441487,0.9359400285789902,,Focused Search,Adam,relu,512-512-256-128|Adam|lr=0.001|dropout=0.3|l2=1e-05|batch=512|bn=False
ok,"{""batch_norm"": false, ""batch_size"": 256, ""dropout"": 0.2, ""l2"": 0.0, ""learning_rate"": 0.0005, ""units"": [128, 64, 32]}",128-64-32,0.2,0.0,0.0005,256,False,80,78,84.5663512002211,0.8589351607801793,0.8307228915662651,0.7804187889077533,0.8047855266997374,0.9359005270547046,,Broad Search,Adam,relu,128-64-32|Adam|lr=0.0005|dropout=0.2|l2=0.0|batch=256|bn=False
ok,"{""batch_norm"": true, ""batch_size"": 256, ""dropout"": 0.1, ""l2"": 1e-05, ""learning_rate"": 0.0005, ""units"": [256, 128, 64, 32]}",256-128-64-32,0.1,1e-05,0.0005,256,True,42,34,73.24094140017405,0.8562994201370585,0.8103201829616924,0.8020656479909452,0.8061717861205916,0.9358808654473711,,Broad Search,Adam,relu,256-128-64-32|Adam|lr=0.0005|dropout=0.1|l2=1e-05|batch=256|bn=True
