epoch,accuracy,learning_rate,loss,precision,recall,roc_auc,val_accuracy,val_loss,val_precision,val_recall,val_roc_auc
19,0.8537915945053101,0.0010000000474974513,0.31117546558380127,0.8263975977897644,0.7691627740859985,0.9317985773086548,0.8508697748184204,0.31402599811553955,0.8107315897941589,0.7823995351791382,0.9302108287811279
20,0.8550699949264526,0.0010000000474974513,0.30962273478507996,0.827655553817749,0.7717095017433167,0.9326115250587463,0.8485503196716309,0.31365665793418884,0.8082292675971985,0.7781550884246826,0.9301013350486755
21,0.8554390072822571,0.0010000000474974513,0.30827590823173523,0.8285106420516968,0.7717449069023132,0.9333112835884094,0.8505535125732422,0.31262415647506714,0.8098375201225281,0.7826825380325317,0.9308973550796509
22,0.8570336699485779,0.0010000000474974513,0.30668705701828003,0.8304692506790161,0.7743624448776245,0.9341556429862976,0.8525566458702087,0.3116636574268341,0.8172634243965149,0.7782965302467346,0.9311770796775818
23,0.8570336699485779,0.0010000000474974513,0.30591797828674316,0.8300435543060303,0.7749637365341187,0.9343354105949402,0.8502899408340454,0.3132985532283783,0.8103346824645996,0.7809846997261047,0.9305626153945923
24,0.8563483357429504,0.0010000000474974513,0.3056739866733551,0.8274458050727844,0.7763432264328003,0.9344504475593567,0.8533473610877991,0.31141871213912964,0.8152397871017456,0.7840973138809204,0.9315258264541626
25,0.8568623065948486,0.0010000000474974513,0.3039693832397461,0.8294852375984192,0.7751759886741638,0.9352142214775085,0.8507116436958313,0.3109700083732605,0.8047481775283813,0.7913129329681396,0.9316809177398682
26,0.8587601184844971,0.0010000000474974513,0.30348625779151917,0.8301361799240112,0.7806586027145386,0.9353859424591064,0.8526620864868164,0.3109414875507355,0.814607560634613,0.7826825380325317,0.9315671920776367
27,0.8580352663993835,0.0010000000474974513,0.3028687536716461,0.8299830555915833,0.778430163860321,0.9356624484062195,0.852609395980835,0.3103267550468445,0.8162570595741272,0.7799943685531616,0.9318291544914246
28,0.8573235869407654,0.0010000000474974513,0.3034445643424988,0.8289151191711426,0.7775458693504333,0.935495913028717,0.8539272546768188,0.31061026453971863,0.8121458888053894,0.7908884882926941,0.9318279027938843
29,0.8587074279785156,0.0010000000474974513,0.30106303095817566,0.829912006855011,0.7808001041412354,0.9365631937980652,0.8534001111984253,0.3087379038333893,0.8124180436134338,0.7886247634887695,0.9328522682189941
30,0.8586810231208801,0.0010000000474974513,0.3008183538913727,0.8307199478149414,0.7795621156692505,0.936726450920105,0.854085385799408,0.3084718585014343,0.8173900246620178,0.7833899259567261,0.9327458143234253
31,0.8595904111862183,0.0010000000474974513,0.299383282661438,0.8314830660820007,0.7815428972244263,0.9371594786643982,0.8539272546768188,0.3076838552951813,0.8190999627113342,0.7802773118019104,0.9331712126731873
32,0.8604997396469116,0.0010000000474974513,0.29917478561401367,0.8332453966140747,0.7821089029312134,0.9374053478240967,0.8534528017044067,0.3082670569419861,0.8152941465377808,0.784380316734314,0.9329997897148132
33,0.8596562743186951,0.0010000000474974513,0.2991005778312683,0.8316645622253418,0.7815075516700745,0.9372909069061279,0.8534001111984253,0.3073343336582184,0.8145267963409424,0.7853707075119019,0.9334151148796082
34,0.8609610199928284,0.0010000000474974513,0.29719671607017517,0.8319409489631653,0.7855045795440674,0.9380425214767456,0.8546652793884277,0.3068469166755676,0.8184369802474976,0.7838143706321716,0.933575451374054
35,0.859933078289032,0.0010000000474974513,0.2974683344364166,0.8309758901596069,0.7834176421165466,0.9380632042884827,0.8548761010169983,0.30772292613983154,0.8171395063400269,0.7865025401115417,0.9333049058914185
36,0.8605260848999023,0.0010000000474974513,0.2977614104747772,0.8313103914260864,0.784938633441925,0.9378564357757568,0.8507643938064575,0.3079136908054352,0.8050395846366882,0.7910299897193909,0.9333222508430481
37,0.8621075749397278,0.0010000000474974513,0.29610225558280945,0.8328847289085388,0.7880159616470337,0.9387220144271851,0.8518186807632446,0.308073490858078,0.8109568953514099,0.7853707075119019,0.9333118200302124
38,0.8606183528900146,0.0010000000474974513,0.29674196243286133,0.8316029906272888,0.7848325371742249,0.9383705854415894,0.8526620864868164,0.30712243914604187,0.8104926347732544,0.7890492081642151,0.9336678981781006
39,0.8606578707695007,0.0010000000474974513,0.2964240610599518,0.8312247395515442,0.7855045795440674,0.9385464191436768,0.8532946705818176,0.30695366859436035,0.8121812343597412,0.7886247634887695,0.9336116909980774
40,0.8647302389144897,0.0005000000237487257,0.2906184792518616,0.8349890112876892,0.7938169836997986,0.941159188747406,0.8546125292778015,0.30496343970298767,0.8123188614845276,0.7930107712745667,0.9345611929893494
41,0.8642294406890869,0.0005000000237487257,0.29020968079566956,0.8356056809425354,0.7912701964378357,0.9411227703094482,0.854401707649231,0.30512934923171997,0.812754213809967,0.7915959358215332,0.9343839883804321
42,0.8633068799972534,0.0005000000237487257,0.2887413501739502,0.8347734808921814,0.7893601059913635,0.9417191743850708,0.8559303879737854,0.3039616346359253,0.814631998538971,0.7940011024475098,0.9351160526275635
43,0.8640976548194885,0.0005000000237487257,0.2896295487880707,0.8347686529159546,0.7920129895210266,0.9414772391319275,0.8554559946060181,0.30413708090782166,0.8172484636306763,0.7883418202400208,0.9348883032798767
44,0.8660085797309875,0.0005000000237487257,0.28781458735466003,0.8378620743751526,0.7940292358398438,0.9422414898872375,0.856194019317627,0.30412352085113525,0.816603422164917,0.791878879070282,0.9350864291191101
45,0.8658504486083984,0.0005000000237487257,0.28621456027030945,0.8366580009460449,0.7951964735984802,0.94291090965271,0.8559831380844116,0.3040459156036377,0.8165887594223022,0.7911714911460876,0.9350789189338684
46,0.8647961020469666,0.0005000000237487257,0.2877947688102722,0.8358442783355713,0.7928265929222107,0.9420897960662842,0.8560358285903931,0.30282899737358093,0.8164307475090027,0.7915959358215332,0.9356289505958557
47,0.865046501159668,0.0005000000237487257,0.2876332998275757,0.8363364934921265,0.7929680347442627,0.9422776103019714,0.8550342917442322,0.3039235472679138,0.810736894607544,0.7969722747802734,0.9353049397468567
48,0.8657976984977722,0.0005000000237487257,0.28620779514312744,0.8365585207939148,0.7951611280441284,0.9427857995033264,0.8544543981552124,0.3050941228866577,0.8104367852210999,0.7954159379005432,0.9346157908439636
49,0.866812527179718,0.0005000000237487257,0.28649473190307617,0.8386086821556091,0.7956563234329224,0.9428867101669312,0.8546652793884277,0.3037361800670624,0.8121650815010071,0.7934352159500122,0.9351219534873962
50,0.8668783903121948,0.0005000000237487257,0.28556641936302185,0.8373310565948486,0.7976725101470947,0.9431303143501282,0.855877697467804,0.3029368817806244,0.8163503408432007,0.7911714911460876,0.9354455471038818
51,0.8652442097663879,0.0005000000237487257,0.2874438464641571,0.8356021642684937,0.7946659326553345,0.9424858093261719,0.856773853302002,0.3028554916381836,0.8155184984207153,0.79555743932724,0.935517430305481
52,0.8662326335906982,0.0002500000118743628,0.2837378680706024,0.8362340927124023,0.7970712184906006,0.9438364505767822,0.8560885787010193,0.3028665781021118,0.8154450058937073,0.7932937145233154,0.9355822801589966
53,0.8679195642471313,0.0002500000118743628,0.2830439507961273,0.8389865159988403,0.7988044023513794,0.9441487193107605,0.8566684126853943,0.3029017448425293,0.8148255348205566,0.7962648272514343,0.9356032013893127
54,0.8675373792648315,0.0002500000118743628,0.28283458948135376,0.8379080295562744,0.7990520596504211,0.9443933963775635,0.856194019317627,0.30252283811569214,0.816603422164917,0.791878879070282,0.9358171224594116
55,0.8682094812393188,0.0002500000118743628,0.2829459309577942,0.8393699526786804,0.7992289066314697,0.9443325400352478,0.8566684126853943,0.30269497632980347,0.8143703937530518,0.7969722747802734,0.9356810450553894
56,0.8686707615852356,0.0002500000118743628,0.282910019159317,0.8389247059822083,0.8013865947723389,0.9443898797035217,0.8559831380844116,0.30254101753234863,0.8167738318443298,0.7908884882926941,0.9355988502502441
57,0.8676032423973083,0.0002500000118743628,0.28245753049850464,0.8387168645858765,0.7981323599815369,0.9443926215171814,0.8550342917442322,0.3029688596725464,0.811274528503418,0.7961233854293823,0.9355378150939941
58,0.8678668141365051,0.0002500000118743628,0.2822258472442627,0.8374578952789307,0.8007852435112,0.9445891976356506,0.8556668162345886,0.30270078778266907,0.8137680888175964,0.7944256067276001,0.9357277154922485
